dataset,seed,cell_id,comparison,family,treatment,reference,rmse_treatment,rmse_reference,delta_rmse,relative_delta,direction,n_future_points
dynamic_cycling,2029,cell_060,Ac-A0,primary,Ac,A0,0.002655875318844944,0.002655875318844944,0.0,0.0,equal,1218
dynamic_cycling,2029,cell_068,Ac-A0,primary,Ac,A0,0.0033128448891653257,0.0033128448891653257,0.0,0.0,equal,1290
dynamic_cycling,2029,cell_072,Ac-A0,primary,Ac,A0,0.004078021368957671,0.004078021368957671,0.0,0.0,equal,1361
dynamic_cycling,2029,cell_080,Ac-A0,primary,Ac,A0,0.009028168434922027,0.009028168434922027,0.0,0.0,equal,1147
dynamic_cycling,2029,cell_082,Ac-A0,primary,Ac,A0,0.0016701264485657643,0.0016701264485657643,0.0,0.0,equal,1027
dynamic_cycling,2029,cell_086,Ac-A0,primary,Ac,A0,0.0011994245095524251,0.0011994245095524251,0.0,0.0,equal,77
dynamic_cycling,2029,cell_089,Ac-A0,primary,Ac,A0,0.00860858957680334,0.00860858957680334,0.0,0.0,equal,861
dynamic_cycling,2029,cell_093,Ac-A0,primary,Ac,A0,0.003962258459124983,0.003962258459124983,0.0,0.0,equal,861
dynamic_cycling,2029,cell_009,Ab-A0,secondary,Ab,A0,0.0022409099979316654,0.0008820993254639732,0.0013588106724676922,1.5404281958304127,worse,1147
dynamic_cycling,2029,cell_010,Ab-A0,secondary,Ab,A0,0.0037689295771416243,0.0022962861633818274,0.0014726434137597969,0.6413152843245719,worse,1147
dynamic_cycling,2029,cell_019,Ab-A0,secondary,Ab,A0,0.010992991389044441,0.012491475456468464,-0.0014984840674240225,-0.11996053409752025,improve,1147
dynamic_cycling,2029,cell_020,Ab-A0,secondary,Ab,A0,0.009400640139621292,0.010896358677012856,-0.0014957185373915636,-0.13726774069460076,improve,1147
dynamic_cycling,2029,cell_030,Ab-A0,secondary,Ab,A0,0.0025662141726595297,0.0018776045382390256,0.0006886096344205042,0.3667490253652347,worse,1132
dynamic_cycling,2029,cell_031,Ab-A0,secondary,Ab,A0,0.00399118003763223,0.002793973642555829,0.0011972063950764014,0.4284959517303245,worse,1085
dynamic_cycling,2029,cell_033,Ab-A0,secondary,Ab,A0,0.0026400073939950286,0.003181405008231268,-0.0005413976142362394,-0.17017563398419194,improve,1304
dynamic_cycling,2029,cell_045,Ab-A0,secondary,Ab,A0,0.0032164693277775772,0.00451952151175816,-0.0013030521839805824,-0.2883164026524737,improve,1575
dynamic_cycling,2029,cell_050,Ab-A0,secondary,Ab,A0,0.003850341031194888,0.00513805672955885,-0.0012877156983639622,-0.25062309860376425,improve,1004
dynamic_cycling,2029,cell_054,Ab-A0,secondary,Ab,A0,0.002154078378097029,0.0014503909619462854,0.0007036874161507438,0.48517085021438827,worse,1932
dynamic_cycling,2029,cell_056,Ab-A0,secondary,Ab,A0,0.0022187212379981202,0.0025687545005169095,-0.0003500332625187893,-0.1362657515338084,improve,1004
dynamic_cycling,2029,cell_060,Ab-A0,secondary,Ab,A0,0.0030976637797671684,0.002655875318844944,0.00044178846092222425,0.1663438256259562,worse,1218
dynamic_cycling,2029,cell_068,Ab-A0,secondary,Ab,A0,0.0039380009685611745,0.0033128448891653257,0.0006251560793958488,0.18870671592274804,worse,1290
dynamic_cycling,2029,cell_072,Ab-A0,secondary,Ab,A0,0.002943048749124022,0.004078021368957671,-0.001134972619833649,-0.2783145347087144,improve,1361
dynamic_cycling,2029,cell_080,Ab-A0,secondary,Ab,A0,0.0076212248231167295,0.009028168434922027,-0.0014069436118052973,-0.15583931801306147,improve,1147
dynamic_cycling,2029,cell_082,Ab-A0,secondary,Ab,A0,0.0022245441453609014,0.0016701264485657643,0.0005544176967951372,0.33196150942418057,worse,1027
dynamic_cycling,2029,cell_086,Ab-A0,secondary,Ab,A0,0.0013342247419647559,0.0011994245095524251,0.00013480023241233072,0.11238742525165882,worse,77
dynamic_cycling,2029,cell_089,Ab-A0,secondary,Ab,A0,0.010062517357295861,0.00860858957680334,0.001453927780492522,0.16889268184073594,worse,861
dynamic_cycling,2029,cell_093,Ab-A0,secondary,Ab,A0,0.005060142338612362,0.003962258459124983,0.0010978838794873796,0.27708537714367937,worse,861
dynamic_cycling,2029,cell_009,Ag-Abc,secondary,Ag,Abc,0.0022409099979316654,0.0022409099979316654,0.0,0.0,equal,1147
dynamic_cycling,2029,cell_010,Ag-Abc,secondary,Ag,Abc,0.0037689295771416243,0.0037689295771416243,0.0,0.0,equal,1147
dynamic_cycling,2029,cell_019,Ag-Abc,secondary,Ag,Abc,0.010992991389044441,0.010992991389044441,0.0,0.0,equal,1147
dynamic_cycling,2029,cell_020,Ag-Abc,secondary,Ag,Abc,0.009400640139621292,0.009400640139621292,0.0,0.0,equal,1147
dynamic_cycling,2029,cell_030,Ag-Abc,secondary,Ag,Abc,0.0025662141726595297,0.0025662141726595297,0.0,0.0,equal,1132
dynamic_cycling,2029,cell_031,Ag-Abc,secondary,Ag,Abc,0.00399118003763223,0.00399118003763223,0.0,0.0,equal,1085
dynamic_cycling,2029,cell_033,Ag-Abc,secondary,Ag,Abc,0.0026400073939950286,0.0026400073939950286,0.0,0.0,equal,1304
dynamic_cycling,2029,cell_045,Ag-Abc,secondary,Ag,Abc,0.0032164693277775772,0.0032164693277775772,0.0,0.0,equal,1575
dynamic_cycling,2029,cell_050,Ag-Abc,secondary,Ag,Abc,0.003850341031194888,0.003850341031194888,0.0,0.0,equal,1004
dynamic_cycling,2029,cell_054,Ag-Abc,secondary,Ag,Abc,0.002154078378097029,0.002154078378097029,0.0,0.0,equal,1932
dynamic_cycling,2029,cell_056,Ag-Abc,secondary,Ag,Abc,0.0022187212379981202,0.0022187212379981202,0.0,0.0,equal,1004
dynamic_cycling,2029,cell_060,Ag-Abc,secondary,Ag,Abc,0.0030976637797671684,0.0030976637797671684,0.0,0.0,equal,1218
dynamic_cycling,2029,cell_068,Ag-Abc,secondary,Ag,Abc,0.0039380009685611745,0.0039380009685611745,0.0,0.0,equal,1290
dynamic_cycling,2029,cell_072,Ag-Abc,secondary,Ag,Abc,0.002943048749124022,0.002943048749124022,0.0,0.0,equal,1361
dynamic_cycling,2029,cell_080,Ag-Abc,secondary,Ag,Abc,0.0076212248231167295,0.0076212248231167295,0.0,0.0,equal,1147
dynamic_cycling,2029,cell_082,Ag-Abc,secondary,Ag,Abc,0.0022245441453609014,0.0022245441453609014,0.0,0.0,equal,1027
dynamic_cycling,2029,cell_086,Ag-Abc,secondary,Ag,Abc,0.0013342247419647559,0.0013342247419647559,0.0,0.0,equal,77
dynamic_cycling,2029,cell_089,Ag-Abc,secondary,Ag,Abc,0.010062517357295861,0.010062517357295861,0.0,0.0,equal,861
dynamic_cycling,2029,cell_093,Ag-Abc,secondary,Ag,Abc,0.005060142338612362,0.005060142338612362,0.0,0.0,equal,861
isu_ilcc_lpo,2026,ISU-ILCC_G10C1,Ag-A0,primary,Ag,A0,0.05381663167701867,0.07358226033529096,-0.01976562865827229,-0.26861948203556957,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C2,Ag-A0,primary,Ag,A0,0.06533810113159792,0.09634234644066396,-0.031004245309066036,-0.3218132675246929,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C3,Ag-A0,primary,Ag,A0,0.0574542964955143,0.055367337147374435,0.0020869593481398635,0.037692969459320096,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C4,Ag-A0,primary,Ag,A0,0.0817416985416993,0.11101717223561615,-0.02927547369391685,-0.263702210247117,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C1,Ag-A0,primary,Ag,A0,0.046902721571985044,0.08408985305733745,-0.0371871314853524,-0.44223090103387397,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C2,Ag-A0,primary,Ag,A0,0.04314676582325609,0.09011579530356183,-0.046969029480305735,-0.5212075122023506,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C3,Ag-A0,primary,Ag,A0,0.061408891255377476,0.07048403996781087,-0.009075148712433395,-0.12875466157413643,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C4,Ag-A0,primary,Ag,A0,0.0874919686324141,0.04921993533418458,0.038272033298229514,0.7775717915591926,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G14C1,Ag-A0,primary,Ag,A0,0.13697292020226856,0.049436212767268256,0.0875367074350003,1.7707001110117078,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G14C2,Ag-A0,primary,Ag,A0,0.1581570257812054,0.04046198417604533,0.11769504160516009,2.9087807729122432,worse,175
isu_ilcc_lpo,2026,ISU-ILCC_G14C3,Ag-A0,primary,Ag,A0,0.16597578776560706,0.02255031039990398,0.14342547736570307,6.360244041976194,worse,117
isu_ilcc_lpo,2026,ISU-ILCC_G14C4,Ag-A0,primary,Ag,A0,0.17281525949548754,0.03791724721849903,0.1348980122769885,3.557695301550651,worse,117
isu_ilcc_lpo,2026,ISU-ILCC_G37C1,Ag-A0,primary,Ag,A0,0.06348781335146422,0.18030229026025885,-0.11681447690879462,-0.6478812706160182,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C2,Ag-A0,primary,Ag,A0,0.031245417376644758,0.1903874959146345,-0.15914207853798973,-0.8358851392706246,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C3,Ag-A0,primary,Ag,A0,0.026089945724094198,0.21406702436769184,-0.18797707864359764,-0.8781225375502915,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C4,Ag-A0,primary,Ag,A0,0.06313298476226079,0.20669549479010363,-0.14356251002784284,-0.6945604217142156,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C1,Ag-A0,primary,Ag,A0,0.03469851593302911,0.15451169271294288,-0.11981317677991377,-0.7754311319500382,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C2,Ag-A0,primary,Ag,A0,0.02990362319424029,0.17573962071136495,-0.14583599751712467,-0.8298413125441186,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C3,Ag-A0,primary,Ag,A0,0.02598937826219938,0.20644352880690198,-0.1804541505447026,-0.8741090194863473,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C4,Ag-A0,primary,Ag,A0,0.03734036712444723,0.16327773663074313,-0.12593736950629592,-0.7713076632799398,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C1,Ag-A0,primary,Ag,A0,0.056646022339676826,0.053002477450058386,0.00364354488961844,0.06874291665048246,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C2,Ag-A0,primary,Ag,A0,0.14422235096649308,0.04708516907303216,0.09713718189346092,2.0630101538510957,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C3,Ag-A0,primary,Ag,A0,0.0595524509596519,0.0363565792846312,0.0231958716750207,0.6380102895110968,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C1,Ag-A0,primary,Ag,A0,0.14640454581552317,0.045140854661655155,0.10126369115386802,2.2432825411231376,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C2,Ag-A0,primary,Ag,A0,0.06276109699408315,0.044333286342948225,0.018427810651134927,0.4156653424829198,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C3,Ag-A0,primary,Ag,A0,0.10493410867472772,0.05540751384008981,0.04952659483463791,0.8938606229035169,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C4,Ag-A0,primary,Ag,A0,0.0765816423292697,0.041928443858824195,0.034653198470445505,0.8264842498597154,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C1,Ag-A0,primary,Ag,A0,0.228555851702187,0.12573056705634525,0.10282528464584176,0.8178224838496222,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C2,Ag-A0,primary,Ag,A0,0.1622400698198092,0.14625199292085592,0.01598807689895329,0.1093186942594705,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C3,Ag-A0,primary,Ag,A0,0.09447689027715873,0.16839294883724948,-0.07391605856009074,-0.43894984362753847,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C4,Ag-A0,primary,Ag,A0,0.0871808276631797,0.13731408563264003,-0.05013325796946033,-0.3650991647250461,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C1,Ag-A0,primary,Ag,A0,0.1279202429149949,0.048371409021377536,0.07954883389361736,1.6445424167499667,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C2,Ag-A0,primary,Ag,A0,0.12660064213698194,0.05686489339946241,0.06973574873751953,1.2263409736415474,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C3,Ag-A0,primary,Ag,A0,0.1961431698590746,0.15464205785055368,0.04150111200852091,0.2683688550538279,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C4,Ag-A0,primary,Ag,A0,0.16588205331506936,0.09492410196344123,0.07095795135162813,0.7475230198011951,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C1,Ag-A0,primary,Ag,A0,0.09844488456009208,0.08834557920100411,0.01009930535908797,0.1143159108857049,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C2,Ag-A0,primary,Ag,A0,0.09573279471669226,0.11083257713911997,-0.01509978242242771,-0.13623956793384012,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C3,Ag-A0,primary,Ag,A0,0.012774179397977044,0.14374161959491347,-0.13096744019693643,-0.9111309623894827,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C4,Ag-A0,primary,Ag,A0,0.0887476430487006,0.08473032612343782,0.004017316925262776,0.04741297607435408,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C1,Ag-A0,primary,Ag,A0,0.3190563373643957,0.21173491285909482,0.10732142450530088,0.5068669264606402,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C2,Ag-A0,primary,Ag,A0,0.3522405856433403,0.2090997002300268,0.14314088541331352,0.6845580613259934,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C3,Ag-A0,primary,Ag,A0,0.2492842493534116,0.12579630149166213,0.12348794786174946,0.9816500675891042,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C4,Ag-A0,primary,Ag,A0,0.27610324104181333,0.13770470234502716,0.13839853869678617,1.0050385813987714,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C1,Ag-A0,primary,Ag,A0,0.07723376111910037,0.027164543440437724,0.05006921767866264,1.8431827425499272,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C2,Ag-A0,primary,Ag,A0,0.08934036178918783,0.13927010687026328,-0.04992974508107545,-0.35851013690674755,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C3,Ag-A0,primary,Ag,A0,0.05931157184697131,0.023073350298312784,0.03623822154865853,1.570566089455523,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C4,Ag-A0,primary,Ag,A0,0.0677650827992184,0.034557861773241584,0.03320722102597682,0.9609165417661756,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C1,Abc-A0,primary,Abc,A0,0.05381663167701867,0.07358226033529096,-0.01976562865827229,-0.26861948203556957,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C2,Abc-A0,primary,Abc,A0,0.06533810113159792,0.09634234644066396,-0.031004245309066036,-0.3218132675246929,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C3,Abc-A0,primary,Abc,A0,0.0574542964955143,0.055367337147374435,0.0020869593481398635,0.037692969459320096,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C4,Abc-A0,primary,Abc,A0,0.0817416985416993,0.11101717223561615,-0.02927547369391685,-0.263702210247117,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C1,Abc-A0,primary,Abc,A0,0.046902721571985044,0.08408985305733745,-0.0371871314853524,-0.44223090103387397,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C2,Abc-A0,primary,Abc,A0,0.04314676582325609,0.09011579530356183,-0.046969029480305735,-0.5212075122023506,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C3,Abc-A0,primary,Abc,A0,0.061408891255377476,0.07048403996781087,-0.009075148712433395,-0.12875466157413643,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C4,Abc-A0,primary,Abc,A0,0.0874919686324141,0.04921993533418458,0.038272033298229514,0.7775717915591926,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G14C1,Abc-A0,primary,Abc,A0,0.13697292020226856,0.049436212767268256,0.0875367074350003,1.7707001110117078,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G14C2,Abc-A0,primary,Abc,A0,0.1581570257812054,0.04046198417604533,0.11769504160516009,2.9087807729122432,worse,175
isu_ilcc_lpo,2026,ISU-ILCC_G14C3,Abc-A0,primary,Abc,A0,0.16597578776560706,0.02255031039990398,0.14342547736570307,6.360244041976194,worse,117
isu_ilcc_lpo,2026,ISU-ILCC_G14C4,Abc-A0,primary,Abc,A0,0.17281525949548754,0.03791724721849903,0.1348980122769885,3.557695301550651,worse,117
isu_ilcc_lpo,2026,ISU-ILCC_G37C1,Abc-A0,primary,Abc,A0,0.06348781335146422,0.18030229026025885,-0.11681447690879462,-0.6478812706160182,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C2,Abc-A0,primary,Abc,A0,0.031245417376644758,0.1903874959146345,-0.15914207853798973,-0.8358851392706246,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C3,Abc-A0,primary,Abc,A0,0.026089945724094198,0.21406702436769184,-0.18797707864359764,-0.8781225375502915,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C4,Abc-A0,primary,Abc,A0,0.06313298476226079,0.20669549479010363,-0.14356251002784284,-0.6945604217142156,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C1,Abc-A0,primary,Abc,A0,0.03469851593302911,0.15451169271294288,-0.11981317677991377,-0.7754311319500382,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C2,Abc-A0,primary,Abc,A0,0.02990362319424029,0.17573962071136495,-0.14583599751712467,-0.8298413125441186,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C3,Abc-A0,primary,Abc,A0,0.02598937826219938,0.20644352880690198,-0.1804541505447026,-0.8741090194863473,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C4,Abc-A0,primary,Abc,A0,0.03734036712444723,0.16327773663074313,-0.12593736950629592,-0.7713076632799398,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C1,Abc-A0,primary,Abc,A0,0.056646022339676826,0.053002477450058386,0.00364354488961844,0.06874291665048246,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C2,Abc-A0,primary,Abc,A0,0.14422235096649308,0.04708516907303216,0.09713718189346092,2.0630101538510957,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C3,Abc-A0,primary,Abc,A0,0.0595524509596519,0.0363565792846312,0.0231958716750207,0.6380102895110968,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C1,Abc-A0,primary,Abc,A0,0.14640454581552317,0.045140854661655155,0.10126369115386802,2.2432825411231376,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C2,Abc-A0,primary,Abc,A0,0.06276109699408315,0.044333286342948225,0.018427810651134927,0.4156653424829198,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C3,Abc-A0,primary,Abc,A0,0.10493410867472772,0.05540751384008981,0.04952659483463791,0.8938606229035169,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C4,Abc-A0,primary,Abc,A0,0.0765816423292697,0.041928443858824195,0.034653198470445505,0.8264842498597154,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C1,Abc-A0,primary,Abc,A0,0.228555851702187,0.12573056705634525,0.10282528464584176,0.8178224838496222,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C2,Abc-A0,primary,Abc,A0,0.1622400698198092,0.14625199292085592,0.01598807689895329,0.1093186942594705,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C3,Abc-A0,primary,Abc,A0,0.09447689027715873,0.16839294883724948,-0.07391605856009074,-0.43894984362753847,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G49C4,Abc-A0,primary,Abc,A0,0.0871808276631797,0.13731408563264003,-0.05013325796946033,-0.3650991647250461,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C1,Abc-A0,primary,Abc,A0,0.1279202429149949,0.048371409021377536,0.07954883389361736,1.6445424167499667,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C2,Abc-A0,primary,Abc,A0,0.12660064213698194,0.05686489339946241,0.06973574873751953,1.2263409736415474,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C3,Abc-A0,primary,Abc,A0,0.1961431698590746,0.15464205785055368,0.04150111200852091,0.2683688550538279,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G50C4,Abc-A0,primary,Abc,A0,0.16588205331506936,0.09492410196344123,0.07095795135162813,0.7475230198011951,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C1,Abc-A0,primary,Abc,A0,0.09844488456009208,0.08834557920100411,0.01009930535908797,0.1143159108857049,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C2,Abc-A0,primary,Abc,A0,0.09573279471669226,0.11083257713911997,-0.01509978242242771,-0.13623956793384012,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C3,Abc-A0,primary,Abc,A0,0.012774179397977044,0.14374161959491347,-0.13096744019693643,-0.9111309623894827,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G56C4,Abc-A0,primary,Abc,A0,0.0887476430487006,0.08473032612343782,0.004017316925262776,0.04741297607435408,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C1,Abc-A0,primary,Abc,A0,0.3190563373643957,0.21173491285909482,0.10732142450530088,0.5068669264606402,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C2,Abc-A0,primary,Abc,A0,0.3522405856433403,0.2090997002300268,0.14314088541331352,0.6845580613259934,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C3,Abc-A0,primary,Abc,A0,0.2492842493534116,0.12579630149166213,0.12348794786174946,0.9816500675891042,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G57C4,Abc-A0,primary,Abc,A0,0.27610324104181333,0.13770470234502716,0.13839853869678617,1.0050385813987714,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C1,Abc-A0,primary,Abc,A0,0.07723376111910037,0.027164543440437724,0.05006921767866264,1.8431827425499272,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C2,Abc-A0,primary,Abc,A0,0.08934036178918783,0.13927010687026328,-0.04992974508107545,-0.35851013690674755,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C3,Abc-A0,primary,Abc,A0,0.05931157184697131,0.023073350298312784,0.03623822154865853,1.570566089455523,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G60C4,Abc-A0,primary,Abc,A0,0.0677650827992184,0.034557861773241584,0.03320722102597682,0.9609165417661756,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C1,Ac-A0,primary,Ac,A0,0.05815567443403769,0.07358226033529096,-0.015426585901253266,-0.2096508836635246,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C2,Ac-A0,primary,Ac,A0,0.06772707455100292,0.09634234644066396,-0.028615271889661037,-0.29701655551107864,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C3,Ac-A0,primary,Ac,A0,0.06472897909847776,0.055367337147374435,0.009361641951103325,0.16908239466501526,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G10C4,Ac-A0,primary,Ac,A0,0.07755807811881968,0.11101717223561615,-0.03345909411679647,-0.30138665436176765,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C1,Ac-A0,primary,Ac,A0,0.053189787265063654,0.08408985305733745,-0.030900065792273793,-0.3674648565648497,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C2,Ac-A0,primary,Ac,A0,0.04566099544171781,0.09011579530356183,-0.044454799861844016,-0.49330752408159617,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C3,Ac-A0,primary,Ac,A0,0.06948687779730309,0.07048403996781087,-0.0009971621705077843,-0.014147346987533279,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G13C4,Ac-A0,primary,Ac,A0,0.09600014920058389,0.04921993533418458,0.04678021386639931,0.9504322496317702,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G14C1,Ac-A0,primary,Ac,A0,0.14591615030794616,0.049436212767268256,0.09647993754067791,1.9516045453335642,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G14C2,Ac-A0,primary,Ac,A0,0.16722733950304391,0.04046198417604533,0.1267653553269986,3.132949555203656,worse,175
isu_ilcc_lpo,2026,ISU-ILCC_G14C3,Ac-A0,primary,Ac,A0,0.17510303132331828,0.02255031039990398,0.1525527209234143,6.764994282476213,worse,117
isu_ilcc_lpo,2026,ISU-ILCC_G14C4,Ac-A0,primary,Ac,A0,0.18176371375257241,0.03791724721849903,0.14384646653407338,3.79369487729831,worse,117
isu_ilcc_lpo,2026,ISU-ILCC_G37C1,Ac-A0,primary,Ac,A0,0.05562191776060117,0.18030229026025885,-0.12468037249965767,-0.6915074252228673,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C2,Ac-A0,primary,Ac,A0,0.04013640896262134,0.1903874959146345,-0.15025108695201317,-0.789185688010637,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C3,Ac-A0,primary,Ac,A0,0.033799504761943835,0.21406702436769184,-0.180267519605748,-0.8421078404682816,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G37C4,Ac-A0,primary,Ac,A0,0.07235781336858992,0.20669549479010363,-0.1343376814215137,-0.6499303797498428,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C1,Ac-A0,primary,Ac,A0,0.03999143232376683,0.15451169271294288,-0.11452026038917604,-0.7411753659442183,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C2,Ac-A0,primary,Ac,A0,0.035340125113141135,0.17573962071136495,-0.14039949559822382,-0.7989063310248984,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C3,Ac-A0,primary,Ac,A0,0.029523674237251333,0.20644352880690198,-0.17691985456965065,-0.8569891029867716,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G39C4,Ac-A0,primary,Ac,A0,0.03337111154692944,0.16327773663074313,-0.12990662508381368,-0.7956175028173064,improve,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C1,Ac-A0,primary,Ac,A0,0.05656086898475117,0.053002477450058386,0.003558391534692784,0.06713632467549617,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C2,Ac-A0,primary,Ac,A0,0.15014129969956475,0.04708516907303216,0.10305613062653259,2.188717438110625,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G42C3,Ac-A0,primary,Ac,A0,0.06620982456517484,0.0363565792846312,0.029853245280543637,0.8211236004032789,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C1,Ac-A0,primary,Ac,A0,0.15305599685786386,0.045140854661655155,0.10791514219620871,2.3906313472588523,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C2,Ac-A0,primary,Ac,A0,0.060559588542083924,0.044333286342948225,0.0162263021991357,0.36600720446515467,worse,280
isu_ilcc_lpo,2026,ISU-ILCC_G43C3,Ac-A0,primary,Ac,A0,0.10417825621572661,0.05540751384008981,0.048770742375636805,0.8802189269201427,worse,280
