dataset,dataset_label,panel,included_in_main_figure,series,arm,tau,median_soh,q25_soh,q75_soh,n_unique_test_cells,n_seeds,n_trajectories,aggregation_unit,interpolation,source_split
aging_matrix,Aging,b,True,A0,A0,0.32323232,0.919097204254,0.912713966998,0.926157642329,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.33333333,0.918423855725,0.912022991646,0.925542078302,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.34343434,0.917751539716,0.911331926641,0.92492679947,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.35353535,0.917080020715,0.910665199294,0.924311740875,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.36363636,0.916409358827,0.909924153055,0.923696793334,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.37373737,0.915739407103,0.909194914824,0.92310910947,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.38383838,0.915070035202,0.908545329248,0.922524902648,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.39393939,0.914442756773,0.907898292659,0.92194198615,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.40404040,0.913859616701,0.907253837844,0.92136034201,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.41414141,0.913278741675,0.906611997028,0.920780004063,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.42424242,0.91270007301,0.905972441805,0.920200819251,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.43434343,0.912123286595,0.905322730585,0.919622837377,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.44444444,0.911548439224,0.904645956658,0.919045954994,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.45454545,0.910975219783,0.903969251653,0.918470152977,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.46464646,0.910403464949,0.903292454338,0.917895401122,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.47474747,0.909833130745,0.902615413708,0.917216252607,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.48484848,0.909263957418,0.901938028789,0.916476417803,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.49494949,0.908695818377,0.901260006475,0.915891455216,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.50505051,0.908128471959,0.900581304435,0.915354206149,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.51515152,0.907561726751,0.89990180439,0.914816756704,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.52525253,0.906956624109,0.899191951237,0.91427881805,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.53535354,0.906220634492,0.898296698773,0.913740183237,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.54545455,0.905482630528,0.89739995103,0.913200578708,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.55555556,0.904742697114,0.896501914693,0.912659712663,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.56565657,0.904000891235,0.895602901062,0.912117442333,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.57575758,0.903256929799,0.894703124234,0.911573432964,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.58585859,0.902511193277,0.893802762363,0.911027294134,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.59595960,0.901763447039,0.892902088873,0.910479004438,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.60606061,0.901013794377,0.892001307635,0.909927963431,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.61616162,0.900262330827,0.891100742495,0.909373882886,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.62626263,0.89950878933,0.89020051509,0.908816608257,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.63636364,0.898753433308,0.889301032816,0.908255358997,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.64646465,0.897996163272,0.888402394341,0.907682313565,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.65656566,0.897236964872,0.887504858135,0.907038738002,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.66666667,0.896476033106,0.886608774712,0.906392150753,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.67676768,0.895713133764,0.885796677081,0.905742857067,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.68686869,0.894996115865,0.884998056718,0.905090788299,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.69696970,0.894318448982,0.884202530313,0.90443551944,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.70707071,0.893639839572,0.883410021492,0.903777350518,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.71717172,0.892960311845,0.882620674656,0.903116270719,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.72727273,0.892279742695,0.881834938201,0.902452061051,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.73737374,0.891598282599,0.881052647013,0.901785054148,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.74747475,0.890915903813,0.880274177279,0.901115048131,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.75757576,0.890232604816,0.879499786987,0.900372168846,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.76767677,0.889548491972,0.878729336688,0.899626203478,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.77777778,0.888863579548,0.877963429421,0.898881685437,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.78787879,0.888177927547,0.877202178811,0.898138748397,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.79797980,0.887491624414,0.876445465337,0.897397475586,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.80808081,0.886804664828,0.87569388375,0.896658271459,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.81818182,0.886117202106,0.874947312015,0.895921193407,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.82828283,0.885429361304,0.874205758547,0.895186303347,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.83838384,0.884741171552,0.873470023406,0.89445410573,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.84848485,0.884052802445,0.872739691122,0.893724541442,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.85858586,0.883364343395,0.872015033119,0.892997913679,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.86868687,0.88267592419,0.871296929529,0.892250440617,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.87878788,0.881987695903,0.870584692826,0.891404693913,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.88888889,0.88129982251,0.869878769356,0.890548405497,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.89898990,0.880423951476,0.869119671983,0.889440085111,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.90909091,0.879467971553,0.867694157635,0.888230944835,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.91919192,0.878485032657,0.86621470218,0.886976102742,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.92929293,0.877471897286,0.86468154959,0.886255362534,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.93939394,0.876429275775,0.863098543194,0.885672139052,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.94949495,0.875358494768,0.861642698311,0.885095868502,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.95959596,0.874255930165,0.860550270159,0.884526209429,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.96969697,0.873126069483,0.859448639385,0.883962997203,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.97979798,0.871966602425,0.858566570518,0.883407163888,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,0.98989899,0.870998434372,0.857711565471,0.882858213333,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,A0,A0,1.00000000,0.870173169521,0.856888498121,0.882145586131,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.00000000,0.943491496189,0.938609009121,0.948244058734,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.01010101,0.94242721862,0.937353744024,0.947327465615,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.02020202,0.941485117002,0.93629244662,0.946475367221,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.03030303,0.940595210919,0.935309284348,0.945658196243,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.04040404,0.939734901031,0.934364326057,0.944862338288,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.05050505,0.9388946651,0.933444862387,0.944075610823,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.06060606,0.9380494622,0.932525141809,0.943285524174,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.07070707,0.93721637298,0.931617753393,0.94249973708,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.08080808,0.936398775683,0.93073266628,0.941723627422,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.09090909,0.93560563002,0.929880021599,0.940966398587,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.10101010,0.934830135602,0.929053668968,0.9402237743,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.11111111,0.934061743893,0.928238299914,0.939484364589,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.12121212,0.933296636763,0.927426826729,0.938745877014,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.13131313,0.932533674099,0.926618980883,0.938006344744,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.14141414,0.931777388548,0.925819996985,0.937238923412,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.15151515,0.931031076374,0.925036506331,0.936485639481,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.16161616,0.930303727275,0.924272963433,0.935750522687,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.17171717,0.929583757933,0.923521604688,0.935023212959,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.18181818,0.92886754768,0.922774287913,0.934355928422,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.19191919,0.928147757715,0.922029313977,0.933692432451,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.20202020,0.92743314833,0.921297410798,0.933037135113,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.21212121,0.926762191583,0.92064471315,0.932414780973,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.22222222,0.926079770472,0.91997454549,0.931747941034,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.23232323,0.92534754775,0.919207728763,0.931050436661,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.24242424,0.924451759599,0.918330007106,0.930318037587,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.25252525,0.92347406161,0.917465780416,0.929565321754,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.26262626,0.922682062507,0.916714137012,0.928874816912,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.27272727,0.921945355831,0.915998118091,0.928201392938,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.28282828,0.921261782495,0.915291631863,0.927540592614,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.29292929,0.920575017652,0.914515678776,0.926926325712,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.30303030,0.919919696682,0.913793083232,0.926321359701,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.31313131,0.91927293246,0.913079543025,0.92572328345,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.32323232,0.918629117937,0.91236933685,0.925128263103,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.33333333,0.917985165228,0.91165741825,0.924533190884,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.34343434,0.917344769693,0.910947677702,0.923940546974,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.35353535,0.916709231042,0.910159157818,0.923353268072,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.36363636,0.916073182442,0.909368376722,0.922765313265,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.37373737,0.915399399526,0.908576955445,0.92217875992,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.38383838,0.914719559639,0.907792956221,0.92159452128,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.39393939,0.914048709801,0.90701692582,0.921014138574,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.40404040,0.913380115335,0.906244481413,0.92043831449,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.41414141,0.912713054374,0.905472499184,0.91986533875,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.42424242,0.912041036809,0.904693159461,0.919290674726,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.43434343,0.911374742814,0.903922184531,0.918724472696,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.44444444,0.91071251758,0.903154616924,0.918164768251,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.45454545,0.910051410494,0.902388271564,0.917607536359,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.46464646,0.909387453093,0.901615835692,0.917045381188,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.47474747,0.908699920801,0.900814488022,0.916466562901,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.48484848,0.908010819073,0.900008779304,0.915885352732,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.49494949,0.907325944988,0.899209275602,0.915311991409,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.50505051,0.906648553142,0.898420294642,0.914744310006,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.51515152,0.905987328394,0.897654355042,0.91418657629,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.52525253,0.905328975659,0.896894085615,0.913626017767,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.53535354,0.904667164318,0.896129543622,0.9130593539,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.54545455,0.90400132071,0.895362296874,0.912487732261,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.55555556,0.903324710669,0.894577746863,0.911909396364,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.56565657,0.902645214773,0.893792115343,0.911331961943,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.57575758,0.901975472646,0.893018615812,0.910761565097,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.58585859,0.9013129585,0.892260428568,0.910199968895,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.59595960,0.90066224428,0.891516660011,0.909643117534,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.60606061,0.900015790706,0.890783741095,0.909086888587,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.61616162,0.899361318053,0.890038948004,0.9085211506,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.62626263,0.898699408534,0.889288864297,0.907950122755,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.63636364,0.898033169186,0.888531959321,0.907377625515,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.64646465,0.897362439692,0.887772032352,0.90680584477,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.65656566,0.896699245426,0.887022863403,0.906225893022,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.66666667,0.896038588454,0.886282629233,0.905644537938,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.67676768,0.895384249857,0.885552622138,0.905056128233,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.68686869,0.894743472853,0.884843441356,0.904468603117,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.69696970,0.894130306236,0.884183891951,0.903902306104,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.70707071,0.893523262925,0.883531288747,0.903343014642,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.71717172,0.892913705195,0.882876605147,0.902788196945,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.72727273,0.892285223479,0.882200624806,0.902218617674,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.73737374,0.891652008745,0.881521013858,0.901640785987,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
aging_matrix,Aging,b,True,Ab,Ab,0.74747475,0.891016064098,0.880841487686,0.901054713577,5,4,20,test cell-seed trajectory,linear; per-cell future endpoints mapped to tau=0 and tau=1,test/future
